,date,low,high,open,close,volume
0,2017-01-16,9.533,9.75660001,9.69223033,9.59421143,36451.81305649
1,2017-01-17,9.55,10.5374,9.55057374,10.2797145,540003.5337873499
2,2017-01-18,9.7275398,10.46555175,10.27366504,10.23169225,316674.58993624
3,2017-01-19,10.15176752,10.45,10.23169225,10.38859858,209691.95752554003
4,2017-01-20,10.32538872,10.77437657,10.38859858,10.59456117,252226.74215863002
5,2017-01-21,10.54,11.03863376,10.59456119,10.93403396,146803.99696541
6,2017-01-22,10.50100019,10.99230924,10.93000001,10.70666061,133475.54147489002
7,2017-01-23,10.59,10.84495755,10.62000024,10.77451847,136458.23470979
8,2017-01-24,10.45552682,10.77042518,10.77042518,10.56263148,195499.75478915998
9,2017-01-25,10.3199,10.57399791,10.51462749,10.469576,79261.11069608
10,2017-01-26,10.42483157,10.63532632,10.43165838,10.59826483,75386.94436713001
11,2017-01-27,10.37197668,10.59826483,10.59826483,10.4591337,42133.56345627001
12,2017-01-28,10.35,10.56466141,10.4591337,10.54,66176.5355763
13,2017-01-29,10.4,10.545,10.545,10.440009,42278.707230149994
14,2017-01-30,10.38448483,10.69,10.41000001,10.52,50299.69794852
15,2017-01-31,10.45047559,10.71396025,10.52,10.66642542,153194.75162566
16,2017-02-01,10.41300001,10.75,10.62786493,10.66,171459.85518877002
17,2017-02-02,10.5105,10.82,10.67,10.72000091,216964.74363383
18,2017-02-03,10.56778684,10.97999999,10.76100862,10.97999999,127939.02283805
19,2017-02-04,10.95804,11.37863356,10.98,11.28191457,220557.38490903002
20,2017-02-05,11.04154254,11.34999996,11.2900002,11.13,96677.10673775998
21,2017-02-06,11.09692038,11.33999999,11.13,11.28671641,37639.11971609
22,2017-02-07,11.25,11.49953538,11.265,11.40880412,99233.88091861
23,2017-02-08,10.9692,11.53999947,11.444,11.30002,157641.95612623
24,2017-02-09,10.399999,11.5,11.32078499,10.95303216,415830.25286786
25,2017-02-10,10.77,11.38338525,10.943,11.26702414,171877.91371740002
26,2017-02-11,11.13597993,11.37999999,11.26000018,11.28021234,99521.74745592
27,2017-02-12,11.21373718,11.37628229,11.27959487,11.31980657,71649.40524836001
28,2017-02-13,11.13597993,11.39,11.34,11.29139522,53974.935351379994
29,2017-02-14,11.28915229,13.4,11.29139522,13.119548,776494.69231587
30,2017-02-15,12.61,13.13403091,13.09307681,12.9661738,240909.93540719
31,2017-02-16,12.57679999,12.98579641,12.93900145,12.88729783,178612.04449272002
32,2017-02-17,12.69,12.9,12.88729783,12.75976689,68058.25959131
33,2017-02-18,12.72065433,12.8999,12.72065433,12.81101512,89493.26374308001
34,2017-02-19,12.75000105,12.92,12.7996582,12.81934594,44963.70069938999
35,2017-02-20,12.41,12.9,12.78213939,12.43,164260.08727907
36,2017-02-21,12.22857599,12.89500068,12.43,12.79,231116.34864187002
37,2017-02-22,12.61999999,12.85,12.81620191,12.70999604,94115.63577205
38,2017-02-23,12.6014,13.41,12.650126,13.2000001,264152.43699899
39,2017-02-24,12.71,13.3,13.2000004,13.08603521,370875.3202917699
40,2017-02-25,12.99339528,13.80050599,13.07459142,13.57392399,324794.50914447
41,2017-02-26,13.3983302,14.70000007,13.57392399,14.59000009,404856.14288709
42,2017-02-27,14.35722901,15.69,14.59000009,15.50246007,962105.08786183
43,2017-02-28,14.8,16.0,15.51772723,15.8,1558985.13285408
44,2017-03-01,15.53000023,17.52064012,15.622,17.5,890368.32900733
45,2017-03-02,16.8,19.31704201,17.44,18.97201357,1947869.8753114499
46,2017-03-03,18.21000004,20.7,18.97201357,19.42,3085166.69408047
47,2017-03-04,18.31406298,19.97,19.56110556,18.55099985,864143.19893465
48,2017-03-05,18.21,19.44864205,18.45824489,19.35,600698.2682496699
49,2017-03-06,19.08972888,20.19999997,19.3500001,19.46016352,631656.8678971799
50,2017-03-07,18.3,19.680222,19.55746433,18.84906503,1286444.8579306698
51,2017-03-08,16.43,18.86975684,18.84906503,16.4899999,1694225.00139251
52,2017-03-09,16.22,17.96999951,16.488,17.73443679,1466259.38172006
