,Unnamed: 0,date,open,high,low,close,volume,adj close,dates,SMA_close,EMA_close,SMA_high,EMA_high,SMA_low,EMA_low,SMA_open,EMA_open,color,CRUP,CRDOWN,cancel
14,14,2010-07-20,21.85,21.85,20.049999,20.299999,1825300,20.299999,2010-07-20,19.396249375000004,20.02323898216656,20.20749975,21.158516785311335,18.528749625000003,19.125692720305544,19.3400005,20.2583893409019,orange,,,
15,15,2010-07-21,20.66,20.9,19.5,20.219999,1252500,20.219999,2010-07-21,19.74874925,20.066963430573992,20.58249975,21.101068610797704,18.89749975,19.208872115793202,19.7250005,20.34763615403481,,,True,
16,16,2010-07-22,20.5,21.25,20.370001,21.0,957800,21.0,2010-07-22,20.242499375,20.274304890446437,20.97999975,21.134164475064882,19.318749875,19.466900756728045,20.043750375000002,20.381494786471517,,,,
17,17,2010-07-23,21.190001,21.559999,21.059999,21.290001,653600,21.290001,2010-07-23,20.636249624999998,20.500015137013897,21.34499975,21.22879436949491,19.83874975,19.82092258856626,20.518750625,20.561162833922292,green,,,
18,18,2010-07-26,21.5,21.5,20.299999,20.950001,922200,20.950001,2010-07-26,20.77499975,20.600011995455255,21.513749750000002,21.28906228738493,20.156249625,19.927384013329313,20.9637505,20.769793315272896,orange,,,
19,19,2010-07-27,20.91,21.18,20.26,20.549999,619700,20.549999,2010-07-27,20.857499750000002,20.5888979964652,21.473749750000003,21.264826223521613,20.313749625,20.001298677033912,21.085000375,20.800950356323362,,,True,
20,20,2010-07-28,20.549999,20.9,20.51,20.719999,467200,20.719999,2010-07-28,20.86749975,20.618031552806265,21.423749875000002,21.183753729405698,20.37124975,20.11434341547082,21.066250124999996,20.745183388251505,,,,
21,21,2010-07-29,20.77,20.879999,20.0,20.35,616000,20.35,2010-07-29,20.67249975,20.558468985515983,21.252499750000002,21.116252678426655,20.256249750000002,20.088933767588415,20.99125,20.75069819086228,,,,
22,22,2010-07-30,20.200001,20.440001,19.549999,19.940001,426900,19.940001,2010-07-30,20.6275,20.42103165540132,21.076249875,20.965974527665175,20.193749750000002,19.9691704859021,20.785000124999996,20.62832103733733,red,,,
23,23,2010-08-02,20.5,20.969999,20.33,20.92,718100,20.92,2010-08-02,20.715000125000003,20.53191350975658,21.08499975,20.96686885485069,20.29749975,20.0493548223683,20.765000125,20.599805251262367,blue,,,
24,24,2010-08-03,21.0,21.950001,20.82,21.950001,1230500,21.950001,2010-08-03,20.83375025,20.847044063144008,21.172499875,21.185342664883873,20.353749625,20.220609306286455,20.827500125,20.688737417648507,green,True,,
25,25,2010-08-04,21.950001,22.18,20.85,21.26,913000,21.26,2010-08-04,20.830000124999998,20.938812049112006,21.25,21.40637762824301,20.32749975,20.360473904889467,20.922500125,20.969018213726617,orange,True,,True
26,26,2010-08-05,21.540001,21.549999,20.049999,20.450001,796200,20.450001,2010-08-05,20.767500124999998,20.83018737153156,21.256249875,21.43829348863345,20.29624975,20.291479481580698,20.927500249999998,21.095903277342924,,,True,True
27,27,2010-08-06,20.1,20.16,19.52,19.59,741900,19.59,2010-08-06,20.647500250000004,20.554590177857882,21.128749875,21.15422826893713,20.203749750000004,20.120039596784988,20.826250249999998,20.874591437933386,red,,,
28,28,2010-08-09,19.9,19.98,19.450001,19.6,812700,19.6,2010-08-09,20.507500375,20.342459027222798,21.013749875000002,20.893288653617766,20.071249875,19.971142130832767,20.745000375,20.65801556283708,red,,,
29,29,2010-08-10,19.65,19.65,18.82,19.030001,1281300,19.030001,2010-08-10,20.3425005,20.050801687839954,20.86,20.61700228614715,19.923749875,19.715332768425487,20.605000375000003,20.434012104428838,red,,,
