,date,low,high,open,close,volume
0,2017-02-15 16:00:00,1009.70000399,1018.0,1010.09990931,1014.83589839,225268.43507453002
1,2017-02-16 00:00:00,1011.6,1032.13660417,1011.6,1021.75360065,316925.44590378
2,2017-02-16 08:00:00,1021.75360206,1039.957,1024.7,1035.0,215385.30718065
3,2017-02-16 16:00:00,1033.50000001,1045.0,1035.0,1039.49925987,431951.93722578004
4,2017-02-17 00:00:00,1035.5,1044.99999989,1039.49925949,1043.99999999,162001.23700635
5,2017-02-17 08:00:00,1035.00000001,1061.23797463,1042.31,1058.00000021,701537.81366511
6,2017-02-17 16:00:00,1052.00000011,1063.58,1058.00435357,1053.67070767,447913.83554015
7,2017-02-18 00:00:00,1051.11500341,1069.30872618,1055.11944577,1066.50000001,310703.80791012
8,2017-02-18 08:00:00,1061.09,1070.0,1066.50000001,1069.9,328940.68965764996
9,2017-02-18 16:00:00,1055.52,1070.0,1069.9,1057.7862231,280008.09020839
10,2017-02-19 00:00:00,1049.27420219,1066.19785215,1059.219,1062.20481603,290646.11729435
11,2017-02-19 08:00:00,1045.00000001,1065.2,1062.20481741,1057.0,247165.88000491
12,2017-02-19 16:00:00,1050.0,1059.81999222,1057.002001,1058.17262239,170122.47474667
13,2017-02-20 00:00:00,1040.00755062,1060.55,1058.08301527,1060.0,373786.44604467
14,2017-02-20 08:00:00,1056.41963459,1066.999,1060.0,1061.00001159,297410.2973831
15,2017-02-20 16:00:00,1058.66000125,1095.0,1061.00001187,1094.71027735,715844.18539002
16,2017-02-21 00:00:00,1083.333,1103.0,1092.24051989,1090.0,941763.77904312
17,2017-02-21 08:00:00,1089.19934573,1123.12000114,1090.00000001,1106.70100025,971646.21082397
18,2017-02-21 16:00:00,1104.001,1133.55363963,1106.70100536,1127.0,742933.15908675
19,2017-02-22 00:00:00,1108.55,1131.09436545,1126.99999999,1117.47,333959.38173893
20,2017-02-22 08:00:00,1110.379842,1131.99999999,1117.0,1131.99999902,343468.75528948
21,2017-02-22 16:00:00,1122.29889997,1138.9786543,1128.02240048,1126.0,505267.97003123
22,2017-02-23 00:00:00,1120.0,1135.0,1126.49999999,1127.57131553,235502.68386285
23,2017-02-23 08:00:00,1127.56000286,1160.0,1127.56000286,1157.3,676139.24150571
24,2017-02-23 16:00:00,1150.99989999,1195.0,1156.285,1188.0,1025338.84723542
25,2017-02-24 00:00:00,1107.51,1225.0,1186.16100001,1173.14999997,3758202.4904913697
26,2017-02-24 08:00:00,1141.0,1209.0,1173.14999992,1198.0,1929590.2352516898
27,2017-02-24 16:00:00,1161.3808254,1209.0,1197.99999999,1188.11048987,1330331.3401675401
28,2017-02-25 00:00:00,1171.5,1191.116,1188.11048987,1183.1,450798.23155905004
29,2017-02-25 08:00:00,1151.1126,1188.89898989,1183.1,1160.08656679,768197.41049071
30,2017-02-25 16:00:00,1129.0,1162.5,1160.0,1153.0,1415472.9010521302
31,2017-02-26 00:00:00,1134.0,1169.2314194,1153.0,1169.0,384426.53877692
32,2017-02-26 08:00:00,1164.48000038,1179.9800012,1167.00503348,1174.499,262075.8367841
33,2017-02-26 16:00:00,1171.858,1189.0,1171.858,1179.0,569618.81738938
34,2017-02-27 00:00:00,1171.37648778,1192.99999989,1179.0,1185.21202993,531187.51950033
35,2017-02-27 08:00:00,1172.0,1186.44650104,1185.21202825,1181.00000001,334475.42737762
36,2017-02-27 16:00:00,1180.00000003,1199.0,1181.00100001,1192.2,587905.00743839
37,2017-02-28 00:00:00,1180.0,1208.092,1196.48999991,1195.84402121,862954.23203406
38,2017-02-28 08:00:00,1178.11,1197.59999999,1195.81064625,1187.3,656535.80774698
39,2017-02-28 16:00:00,1183.13639164,1199.0,1189.69998217,1185.00000201,648144.0794784101
40,2017-03-01 00:00:00,1183.0000001,1198.01000001,1188.04216581,1188.0,526034.99727126
41,2017-03-01 08:00:00,1185.50000001,1234.48999999,1188.0,1220.5,1443488.3199106602
42,2017-03-01 16:00:00,1217.60000002,1234.0,1218.53063599,1234.0,1314212.87503179
43,2017-03-02 00:00:00,1212.26243937,1238.55,1231.17972735,1224.99999997,867707.46075219
44,2017-03-02 08:00:00,1221.00000591,1254.999,1224.99999997,1250.00000001,1825697.17933182
45,2017-03-02 16:00:00,1241.43157354,1279.50000001,1254.0,1258.43,3290412.48755
46,2017-03-03 00:00:00,1252.50000002,1280.0,1258.45,1266.39000024,1226341.10607115
47,2017-03-03 08:00:00,1265.001,1294.97999998,1269.089,1272.50000002,2022878.96393998
48,2017-03-03 16:00:00,1260.30000001,1288.00000001,1272.80000002,1287.95000001,1339213.6159718
49,2017-03-04 00:00:00,1280.6500004,1291.53675867,1287.00000002,1280.67000015,468187.75843382
50,2017-03-04 08:00:00,1255.30739411,1290.00000225,1283.5,1261.0,1134687.83484536
51,2017-03-04 16:00:00,1235.0,1270.499,1263.22,1267.99999982,1968151.87686657
52,2017-03-05 00:00:00,1241.0899,1270.0,1261.30000071,1250.08990001,629537.34558656
53,2017-03-05 08:00:00,1245.85409106,1275.0,1252.79999952,1273.0,944425.3120911
54,2017-03-05 16:00:00,1265.001,1280.0,1272.0,1276.00290001,761526.77913723
55,2017-03-06 00:00:00,1267.75010435,1283.59419605,1279.87999997,1281.65369401,581196.6260038
56,2017-03-06 08:00:00,1271.00000001,1287.0,1276.3464002,1276.01190013,739566.0084359101
57,2017-03-06 16:00:00,1272.01,1281.0,1279.00000002,1274.3162846,569507.0934532301
58,2017-03-07 00:00:00,1258.00000001,1282.0,1274.69300001,1271.99999998,462708.0035005
59,2017-03-07 08:00:00,1169.05515973,1275.0751815,1271.99999998,1230.62,4012595.6099058
60,2017-03-07 16:00:00,1226.1,1255.20023057,1233.12,1231.26,1549584.42411531
61,2017-03-08 00:00:00,1157.0,1243.64892872,1231.250001,1167.45499981,2457247.52738754
62,2017-03-08 08:00:00,1157.62677981,1224.79999999,1167.4549998,1185.0,1924071.1384356902
63,2017-03-08 16:00:00,1143.00000021,1198.184,1186.87999999,1146.00000025,2221849.76995699
64,2017-03-09 00:00:00,1135.0,1177.00000001,1146.40800021,1175.89999979,1574799.49349311
65,2017-03-09 08:00:00,1157.01,1194.96000001,1172.00008084,1193.0,1778932.7384881
66,2017-03-09 16:00:00,1184.1,1210.0,1193.0,1192.91479877,1743611.88454998
67,2017-03-10 00:00:00,1171.03681192,1205.99999986,1192.91479876,1188.0,1433931.25586066
68,2017-03-10 08:00:00,1184.0,1365.0,1187.0,1240.0,5884785.00510016
69,2017-03-10 16:00:00,1000.0,1289.00000001,1239.00000001,1113.0,10767308.0265765
70,2017-03-11 00:00:00,1105.0,1177.52099999,1109.99999989,1172.99999997,2290695.5562140797
71,2017-03-11 08:00:00,1167.24183189,1200.00000001,1172.99999997,1188.0100002,3328994.0319129
72,2017-03-11 16:00:00,1150.0,1188.98,1183.10000005,1175.00999951,2162826.9540438
